Graph Size,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40
Chris Run TIme,0.0002810955047607422, 0.0003590583801269531, 0.0006048679351806641, 0.0007171630859375, 0.0011718273162841797, 0.0010869503021240234, 0.0030798912048339844, 0.003187894821166992, 0.002843141555786133, 0.006204128265380859, 0.002611875534057617, 0.0048770904541015625, 0.00626826286315918, 0.01086282730102539, 0.022617101669311523, 0.00992894172668457, 0.011894941329956055, 0.0075550079345703125, 0.009287118911743164, 0.012331962585449219
2-OPT Run TIme,1.1682510375976562e-05, 5.698204040527344e-05, 0.0001850128173828125, 0.0008950233459472656, 0.003701925277709961, 0.005094051361083984, 0.007046222686767578, 0.013297796249389648, 0.020382165908813477, 0.03583192825317383, 0.052381038665771484, 0.0635528564453125, 0.08012223243713379, 0.10144782066345215, 0.09387898445129395, 0.19476008415222168, 0.14035725593566895, 0.21924877166748047, 0.3235321044921875, 0.23449015617370605
Chris Distance,4, 12, 16, 30, 34, 44, 70, 76, 82, 128, 104, 134, 152, 170, 180, 208, 222, 238, 296, 326
2-OPT Distance,4, 12, 16, 28, 34, 44, 74, 66, 80, 112, 100, 140, 136, 140, 164, 172, 224, 230, 270, 29
